company_name,booth,description,email,mobile_primary,domain,full_address,city,linkedin_url
Baglinox,"Halle 21, Stand C31",Mit mehr als 30 Jahren Erfahrung im Bereich Bodenbeläge hat sich Baglinox auf die Herstellung von dekorativen Profilen für Bodenfugen spezialisiert. Unsere Produktpalette umfasst Lösungen aller Art. Basmat hat das Klicksystem für Eingangsmatten entwickelt. Baglinox - Basmat ist Spaniens führendes Unternehmen für Eingangsmatten-Systeme. Baglinox - Basmat exportiert seine Produkte in mehr als 30 Länder auf allen 5 Kontinenten.,,+34 948 290552,,Calle L 27 Pol. Comarca 1 31160 Orcoyen Spanien,,
Baltic Wood,"Halle 21, Stand B70",,,+48 13 49165-00,https://balticwood.pl,ul. Fabryczna 6a 38-200 Jaslo Polen,,
Bamdura,"Halle 21, Stand C30","We are a young, dynamic company with a passionate management. We focus entirely on manufacturing of bamboo products. Because there is so much exploitation perpetrated on the last decades our forests worldwide, we promote the use of bamboo as an alternative to the use of hard wood.",,+31 486437 -681,https://bamdura.com,Korte Stukken 8 5371 MN Ravenstein Niederlande,,
"Barbosa, A.","Halle 21, Stand A72","Das Familienunternehmen begann seine Tätigkeit im Jahr 1991 und wählte eines der edelsten Geschenke der Natur als seinen Rohstoff.<br/>Anfangs war A.Barbosa ein Unternehmen mit rein kommerziellen Grundlagen, das im Laufe der Jahre einige Veränderungen durchmachte, neue Einrichtungen, neue Logos und neue Marketingsektoren erwarb.<br/>Mit der Entwicklung des Marktes und dem wachsenden Bedarf der Kunden an immer unterschiedlicheren Produkten erfuhr A.Barbosa im Jahr 2008 einen starken Wandel. Dieses Jahr ist durch den Erwerb eines Holzsägewerks gekennzeichnet und mit Hingabe und Dynamik verwandelte A.Barbosa dieselben Einrichtungen in eine Holzindustrie, in der die unterschiedlichsten Produkte für die Zimmerei hergestellt werden.",,+351 224 119-490,https://abarbosa.pt,Rua Salvador Leite nº 57 4585-801 Paredes Portugal,,
"Barth & Co., F. W.","Halle 20, Stand C70",,,+49 2161 995599,,Fuggerstr. 25 41352 Korschenbroich Deutschland,,
BEFAG Parkett,"Halle 21, Stand B61","Die BEFAG Parkett GmbH ist eine Tochtergesellschaft der Bakonyerdő Zrt. Das Vorgängerunternehmen begann bereits 1976 mit der Parkettproduktion in der malerischen Region nahe dem Balaton, im Herzen von Europa und Ungarn, was uns eine ideale geografische Lage verschafft. Der Markenname BEFAG steht in ganz Europa für exzellente und zuverlässige Fertigparkettprodukte, die von Fachhändlern, Bauunternehmen, Bauherren und Wohnungseigentümern geschätzt werden. Unser Sortiment umfasst eine breite Auswahl an Parketten mit hervorragendem Gebrauchswert, das kontinuierlich erneuert wird, und wir legen großen Wert auf den Schutz der nachhaltigen Umwelt sowie die hohe Zufriedenheit der Kunden. Diese Grundsätze bilden die wesentlichen Säulen unserer Geschäftstätigkeit. Seit unserer Gründung ist es unser Ziel, all die Vorteile, die sich aus unserer Philosophie, Unternehmensgröße, Eigentümerkultur und Firmenstruktur ergeben, unseren Partnern zur Verfügung zu stellen.",,+36 87511310,,Külterület hrsz. 0169/2 8300 Tapolca Ungarn,,
Bijlard International,"Halle 21, Stand B20","Seit 1956 entwickelt, produziert und vertreibt Bijlard International Leime und Kitte für den professionellen Markt.<br/>Bijlard hat sich in all den Jahren einen äußerst treuen Kundenkreis erarbeitet. <br/>Wir liefern Leime, die auf die Wünsche des Kunden zugeschnitten sind. Alle Produkte von Bijlard International unterliegen einer ständigen Qualitätskontrolle durch die Abteilung F&E. Jede Mischung wird sorgfältig überwacht und analysiert, um Ihnen als Kunde das beste Produkt liefern zu können. <br/>Darüber hinaus ist die Abteilung F&E für die Entwicklung neuer Produkte, Produktionsoptimierung, Rezepturen und das Testen von Klebstoffen auf neuen Materialien zuständig.<br/>Unsere Produkte bewähren sich in der holzverarbeitenden Industrie, im Innenausbau und in der Fußbodenbranche. Mit kostenloser Beratung in der Praxis und mit Möglichkeiten zur Beschleunigung und effektiveren Gestaltung von Produktionsverfahren ist Bijlard mehr als ein Lieferant. Bijlard...a bond you can trust!",,+31 7934375 -38,https://bijlard.com,Platinastraat 141 2718 SR Zoetermeer Niederlande,,
Binzhou Eastsun New Material,"Halle 22, Stand D08","BINZHOU SUNSHIEN WPC Co. Ltd. ist ein professioneller Hersteller von Holz-Kunststoff-Verbundwerkstoffen, der 2012 gegründet wurde. Unser Werk umfasst eine Fläche von mehr als 100.000 Quadratmetern und beschäftigt über 200 Mitarbeiter. SUNSHIEN ist seit über einem Jahrzehnt im Bereich Verbundwerkstoffe tätig. Wir pflegen langfristige Kooperationsbeziehungen mit vielen Universitäten und Forschungseinrichtungen in China.<br/><br/>SUNSHIEN WPC produziert hauptsächlich WPC-Terrassendielen, Zäune, Wandverkleidungen und andere WPC-Produkte für den Außenbereich. Wir haben Hunderte von WPC-Formen entwickelt, um den Bedürfnissen unserer Kunden gerecht zu werden. Wir freuen uns darauf, Kooperationsbeziehungen mit Händlern weltweit aufzubauen und lokale Märkte zu erschließen, um den Menschen ein grünes Leben im Freien zu ermöglichen.",,+86 5436274188,,Xixiaowang Industrial Park Wudi County 251904 Binzhou China,,
BK Parket,"Halle 21, Stand A21","BK Parket, s.r.o. ist ein slowakischer Hersteller von hochwertigen Hartholzböden für Wohn- und Geschäftsräume. Mit jahrelanger Branchenerfahrung bieten wir eine breite Auswahl an erstklassigem Hartholzbodenbelag, der zeitloses Design, langlebige Qualität und verantwortungsvoll beschaffte lokale Materialien vereint.<br/><br/>Anfang 2024 erweiterte BK Parket die Produktion um eine neue Fertigungsanlage mit Kapazitäten für die Herstellung von zusätzlich mehr als 5000 Quadratmetern Bodenmaterial.<br/><br/>Die neue Anlage erfüllt moderne Produktionsanforderungen und Industriestandards. Zusätzlich zu unserem Standardportfolio bieten wir Flexibilität, unsere Prozesse an die einzigartigen Bedürfnisse unserer strategischen Partner anzupassen.<br/><br/>Unser Produktangebot umfasst:<br/>• Mehrschichtige Eichenparkettprodukte<br/>• Große Vielfalt an Oberflächen, Abmessungen und maßgeschneiderten Lösungen<br/>• Vollständig anpassbare Bodenoptionen, einschließlich Private Label unter eigener Marke.",,+421 915-727-538,https://bkparket.com,G. Svéniho 2727/10 971 01 Prievidza Slowakei,,
BOEN Parkett Deutschland,"Halle 21, Stand D34, (8)","BOEN ist ein europäischer Entwickler, Produzent und Anbieter hochwertiger Holzböden mit Wurzeln, die bis ins Jahr 1641 zurückreichen. Handwerkliche Tradition, skandinavische Klarheit und die Nähe zur Natur prägen die Identität der Marke. Bis heute tragen BOEN-Böden die Ruhe der nordischen Wälder und die Kraft ungezähmter Natur in sich – und machen sie zu einem selbstverständlichen Teil moderner Lebensräume. BOEN steht für eine breite Auswahl an Oberflächen, Holzarten, Designs und Formaten in höchster Qualität. Als zuverlässiger und kompetenter Partner liefert das Unternehmen seine Produkte in über 60 Länder weltweit. Neben Produktionsstätten in Litauen, Kroatien und der Schweiz verfügt BOEN über lokale Vertriebsbüros sowie ein starkes Netzwerk an Partner:innen.",,+49 4542 8003-0,,Papenkamp 2-6 23879 Mölln Deutschland,,
Bossen New Materials,"Halle 20, Stand E45","Bei Bossen New Materials Corp sind wir stolz auf unser Engagement für Qualität, Sicherheit und Kundenzufriedenheit. Unser Expertenteam arbeitet eng mit unseren Kunden zusammen, um maßgeschneiderte Lösungen zu liefern, die nicht nur den Industriestandards entsprechen, sondern auch die Erwartungen übertreffen. Mit unserem Fokus auf nachhaltige Praktiken und kontinuierliche Verbesserung möchten wir einen positiven Beitrag zum Erfolg unserer Kunden und zum Wohlergehen unseres Planeten leisten.<br/>Begleiten Sie uns auf unserem Weg, neue Materialien zu entwickeln, die die Zukunft von Technologie und Industrie prägen werden.",,+1 6789866781,,"Old Belwood Rd SE No.115 Calhoun, GA 30701 Vereinigte Staaten (USA)",,
Bostik,"Halle 21, Stand D34, (28)","Bostik ist ein weltweit führender Klebstoffspezialist für Bau, Verbraucher und Industrie. Seit mehr als einem Jahrhundert entwickelt das Unternehmen innovative Dicht- und Klebelösungen, die intelligenter sind und sich besser an die Gegebenheiten des täglichen Lebens anpassen. Von der Wiege bis zum Grab, von Zuhause bis zum Arbeitsplatz - die intelligenten Klebstoffe von Bostik sind überall zu finden.",,+49 5425 801-0,https://bostik.de,Industriestr. 3-11 33829 Borgholzhausen Deutschland,,
Brallent Internationale Trade,"Halle 20, Stand D46",,,+1 6399989752,,Louise Ave 1121 Saskatoon S7H 2P8 Vereinigtes Königreich,,
